acct,acct_name,tier,fa
5110010004,ClientServicesMaintenanceClientPay,Unclassified,Unclassified
5110010005,ClientServicesTransportationClientPay,Unclassified,Unclassified
5110010017,CLIENT PAYMENT - RESPITE CARE,Unclassified,Unclassified
5110010018,CLIENT PAYMENT - TRANSPORTATION,Unclassified,Unclassified
5110010024,CLIENT PAYMENT - CHILD CARE,Unclassified,Unclassified
5110010028,CLIENT PAYMENT - SUPPORT SERVICES,Unclassified,Unclassified
5110010031,IND LIVING DAILY LIVING SKILLS,Unclassified,Unclassified
5110010033,IND LIVING EDUCATION SUPPORT,Unclassified,Unclassified
5110010034,IND LIVING SENIOR EXPENSES,Unclassified,Unclassified
5110010035,IND LIVING PRE COLLEGE EXPENSES,Unclassified,Unclassified
5110010036,IND LIVING SPECIAL RECOGNITION,Unclassified,Unclassified
5110010037,IND LIVING TRANSPORTATION,Unclassified,Unclassified
5110010038,IND LIVING EMPLOYMENT SERVICES,Unclassified,Unclassified
5110010039,IND LIVING EMANCIPATION EXPENSES,Unclassified,Unclassified
5110510000,PROSTHETIC APPLIANCES,Unclassified,Unclassified
5110510001,PROSTHETIC APPLIANCES - DENTAL,Unclassified,Unclassified
5110510002,PROSTHETIC APPLIANCES - ORTHOPEDIC,Unclassified,Unclassified
5111010001,MEDICAL SERVICES-IND PROFESSIONAL MEDICAL EXAM,Unclassified,Unclassified
5111010003,MEDICAL SERVICES-IND PROFESSIONAL PSYCHIATRY,Unclassified,Unclassified
5111010004,MEDICAL SERVICES-IND PROFESSIONAL EYE EXAM,Unclassified,Unclassified
5111010007,MEDICAL SERVICES-IND PROFESSIONAL ENT,Unclassified,Unclassified
5111010009,MEDICAL SERVICES-IND PROFESSIONAL ANESTHESIA,Unclassified,Unclassified
5111010010,MEDICAL SERVICES-IND PROFESSIONAL DIAG RADIOLOGY,Unclassified,Unclassified
5111010012,MEDICAL SERVICES-IND PROFESSIONAL PATHOLOGY/LAB,Unclassified,Unclassified
5111010062,ClientServicesPersonalAssistanceAllOther,Unclassified,Unclassified
5111010063,ClientServiceAssessmentIndividualProfher,Unclassified,Unclassified
5111010064,ClientServicesDiagn/TreatmentIndProf,Unclassified,Unclassified
5111010065,ClientServicesAllOtherIndividualProfther,Unclassified,Unclassified
5111010067,ClientServicesRehabTechnologyIndProf,Unclassified,Unclassified
5111020001,INPATIENT INSTITUTIONAL SERVICES,Unclassified,Unclassified
5111020002,OUTPATIENT INSTITUTIONAL SERVICES,Unclassified,Unclassified
5111020004,INFANT INPATIENT,Unclassified,Unclassified
5111020005,AGENCY CLINICS MEDICAL INSTITUTIONS,Unclassified,Unclassified
5111020006,PATHOLOGY AND LABORATORY HOSPITAL VENDOR,Unclassified,Unclassified
5111020007,PHYSICAL AND OCCUPATIONAL THERAPY HOSP,Unclassified,Unclassified
5111020015,CleintServiceAssesementInstitution,Unclassified,Unclassified
5111020016,ClientServicesDiagn/TreatmentInstitution,Unclassified,Unclassified
5111020019,ClientServicesRehabTechnologyInstitution,Unclassified,Unclassified
5111030000,DUI CHEMICAL TEST,Unclassified,Unclassified
5112010003,ADOPTION INCENTIVES,Unclassified,Unclassified
5112510001,PORTABLE HAP PAYMENTS RECEIVED,Unclassified,Unclassified
5112810001,HUD-EHV-SERVICE FEE - SECURITY/UTILITY DEPOSIT,Unclassified,Unclassified
5112810003,HUD-EHV-SERVICE FEE - OTHER ELIGIBLE EXPENSES,Unclassified,Unclassified
5113010031,ClientServicesPersonalAssistanceNonMed,Unclassified,Unclassified
5113010032,CleintServiceAssesementNonMedical/OthSrv,Unclassified,Unclassified
5113010033,ClientServicesDiagn/TreatNonMed/OthSrv,Unclassified,Unclassified
5113010035,ClientServicesMaintenanceNonMedical,Unclassified,Unclassified
5113010036,ClientServicesTransportationNonMedical,Unclassified,Unclassified
5113010037,ClientServicesAllOtherNonMed/OthServices,Unclassified,Unclassified
5113010039,ClientServicesRehabTechNonMed/OthSrv,Unclassified,Unclassified
5113010051,CS SRV OTHER INMATE MEDICAL TRANS,Unclassified,Unclassified
5113010053,CS CRV OTHER PRESCRIPTIONS,Unclassified,Unclassified
5113010054,CS SRV OTHER ORTHOPEDIC SUPP,Unclassified,Unclassified
5113010055,CS SRV OTHER EYEGLASSES,Unclassified,Unclassified
5113010056,CS SRV OTHER INMATE BUS TICKETS,Unclassified,Unclassified
5113010058,CS SRV OTH AUTOPSY,Unclassified,Unclassified
5113010059,CS SRV OTH COMPONENT RELATED,Unclassified,Unclassified
5113010060,CS SRV OTH EDUCATION CLIENT,Unclassified,Unclassified
5113010065,CS SRV OTH EMPLOYMENT RELATED,Unclassified,Unclassified
5113010068,CS SRV OTH SUPPORT SERVICES,Unclassified,Unclassified
5113020006,PROSTHETIC APPLIANCES,Unclassified,Unclassified
5113020009,BIRTH CONTROL PILLS,Unclassified,Unclassified
5113020010,BIRTH CONTROL CONDOMS,Unclassified,Unclassified
5113020011,BIRTH CONTROL DEPO PREVARA,Unclassified,Unclassified
5113020012,BIRTH CONTROL OTHER,Unclassified,Unclassified
5113020032,SUMMER FEEDING-DHEC INSPECTIONS,Unclassified,Unclassified
5130220000,PENSIONS - NONEMPLOYER CONTRIBUTION,Unclassified,Unclassified
5130310000,SOCIAL SECURITY - STATE EMPLOYEES,Unclassified,Unclassified
5130500000,UNEMPLOYMENT COMPENSATION INSURANCE,Unclassified,Unclassified
5130610000,HEALTH INSURANCE - STATE EMPLOYEES,Unclassified,Unclassified
5130670000,DENTAL INSURANCE - STATE EMPLOYEES,Unclassified,Unclassified
5130750000,ACCIDENTAL DEATH BENEFIT - POLICE OFFICER,Unclassified,Unclassified
5140010010,MEDICAL COST,Unclassified,Unclassified
5140010011,DENTAL COST,Unclassified,Unclassified
5140010012,COUNSELING SERVICES,Unclassified,Unclassified
5140010014,FUNERAL COST,Unclassified,Unclassified
5140010016,SAP ACUTE SEXUAL ASSAULT PROTOCOL,Unclassified,Unclassified
5140010017,SCP CHILD CHRONIC SEXUAL ASSAULT PROTOCOL,Unclassified,Unclassified
5140010018,ANO ADULT SEXUAL ASSAULT NO REPORTING,Unclassified,Unclassified
5140010019,FIP CHILD FORENSIC INTERVIEW SEXUAL ASSAULT,Unclassified,Unclassified
5140010020,CAP CHILD ASSAULT PROTOCOL,Unclassified,Unclassified
5140010022,LOSS OF SUPPORT,Unclassified,Unclassified
5140010024,HIV NPEP,Unclassified,Unclassified
5140040000,LONG-TERM DISABILITY DEATH BENEFITS,Unclassified,Unclassified
5150029400,GAS,Unclassified,Unclassified
5150039403,CHILLED/CONDENSER WATER,Unclassified,Unclassified
5160060100,SCHOOL SAFETY PROGRAM - PERSONNEL,Unclassified,Unclassified
5160320000,INDUSTRY CERTIFICATIONS/CREDENTIALS,Unclassified,Unclassified
5160950000,Family Connection South Carolina,Unclassified,Unclassified
5161060000,THE CONTINUUM (H630),Unclassified,Unclassified
5161190000,EDUCATION DATA DASHBOARD (A850),Unclassified,Unclassified
5161290000,TEACHSC,Unclassified,Unclassified
5170010000,DIST TO SUBDIVISION,Unclassified,Unclassified
5170840000,DISCUS PROGRAMS,Unclassified,Unclassified
5170880000,GENERAL FUND TRANSFER,Unclassified,Unclassified
5170900000,PROJECT HYPE (H630),Unclassified,Unclassified
5171020000,PROJECT READ,Unclassified,Unclassified
5180230000,Teacher Supply,Unclassified,Unclassified
5180250000,Adult Ed,Unclassified,Unclassified
5180340000,BUS DRIVER'S WORKER'S COMPENSATION,Unclassified,Unclassified
5180590000,STUDENT LOAN CORP-CAREER CHANGERS,Unclassified,Unclassified
5180840000,AID CONSERVATION DISTRICTS,Unclassified,Unclassified
5181030000,INTENSIVE DEVELOPMENTAL EDUCATION & THERAPY,Unclassified,Unclassified
5181050000,EDUCATIONAL EXPERIENCE PARTNERSHIPS,Unclassified,Unclassified
5190010000,INTEREST EXPENSE-LATE PAYMENT,Unclassified,Unclassified
5190310000,STATE GRAND JURY EXPENSES,Unclassified,Unclassified
5190410000,PURCHASE OF EVIDENCE,Unclassified,Unclassified
5190510000,OTHER LOSSES,Unclassified,Unclassified
5230010000,PETTY CASH FUND - ESTABLISH/CHANGE,Unclassified,Unclassified
5830008000,HOUSING TRUST FUND AWARDS,Unclassified,Unclassified
